record_ID,units_sold
212645,23.820107
212646,24.760914
212647,24.673529
212648,25.212082
212649,26.155598
212653,25.874279
212654,36.2034
212657,14.672345
212658,14.579322
212661,186.12946
212662,97.37319
212663,63.63446
212666,82.66132
212667,90.96026
212668,142.21237
212671,65.995995
212672,121.10923
212673,75.967316
212674,467.31912
212675,29.00285
212676,16.969387
212677,83.796364
212678,60.62966
212679,43.622517
212681,47.82701
212682,91.154076
212683,25.657104
212686,94.34581
212687,97.78569
212688,32.373787
212689,10.108508
212691,22.00391
212692,53.026276
212693,34.003
212694,24.532307
212695,35.30412
212696,23.48404
212697,93.199356
212698,29.948723
212699,202.71097
212700,28.696926
212701,24.03334
212702,38.629845
212703,47.499477
212704,35.42261
212705,29.341095
212706,33.257446
212707,41.911972
212709,8.874631
212710,16.791664
212711,38.80281
212712,37.277172
212713,33.20704
212716,23.581516
212717,32.488758
212718,17.42452
212719,19.7608
212721,91.70496
212722,27.439198
212723,98.430504
212724,21.363451
212725,13.884174
212727,31.496128
212728,50.492676
212729,41.338936
212731,31.782047
212732,32.885136
212734,10.404366
212735,11.659384
212736,17.011135
212737,268.35666
212738,240.05783
212739,76.58875
212740,23.042206
212742,77.952484
212743,115.438866
212744,249.83469
212748,237.59113
212749,93.21388
212750,559.14844
212751,38.188477
212752,25.249868
212754,104.76246
212755,70.143036
212756,175.31964
212757,49.177017
212758,88.46399
212759,140.83713
212760,10.858919
212761,75.23318
212763,16.526598
212764,114.76673
212765,95.41267
212767,47.161705
212768,56.39072
212769,86.94062
212772,43.240894
212773,72.74984
212774,34.14959
212775,289.89514
212776,15.265718
212777,11.152822
212778,43.39613
212779,37.43765
212782,53.215298
212783,72.77347
212787,219.2828
212788,136.47702
212789,71.542915
212790,22.160046
212792,94.82477
212793,104.616516
212794,162.22678
212796,164.41284
212797,225.9111
212798,492.84604
212799,30.513487
212800,13.600327
212802,91.91214
212803,74.569824
212805,54.49077
212806,70.757484
212807,119.68962
212809,42.408794
212812,43.90844
212816,14.961489
212817,29.07434
212818,37.992756
212819,15.7694435
212820,13.735799
212821,23.305265
212822,71.27996
212823,25.571545
212824,115.89599
212825,18.21083
212826,13.051324
212828,37.25352
212829,39.21321
212830,34.275944
212831,32.15792
212832,35.050194
212833,34.003292
212834,42.897354
212835,30.103771
212837,8.12109
212838,20.513544
212839,29.37311
212840,24.50233
212843,60.47866
212844,12.881243
212845,94.531586
212846,11.851355
212849,73.210236
212850,23.978954
212853,35.51885
212856,40.26819
212857,20.300613
212860,13.480101
212861,34.15095
212862,55.268524
212863,12.008362
212866,111.03179
212867,41.560734
212868,215.61954
212869,31.075348
212870,30.22136
212872,34.63724
212873,52.631367
212874,32.832977
212875,25.402225
212876,33.117912
212877,33.685856
212879,20.62036
212880,27.80518
212881,36.329906
212884,12.495123
212885,31.911884
212886,18.353449
212888,24.30215
212889,45.52249
212890,16.600777
212891,50.067085
212892,13.541491
212893,19.405823
212896,29.933239
212899,9.452356
212900,11.203289
212901,20.709663
212902,18.319597
212903,10.391966
212905,34.32659
212906,11.5486965
212907,94.673065
212910,12.531055
212911,13.844549
212914,15.207637
212915,131.17755
212916,88.43862
212917,41.934803
212919,39.272003
212920,51.97204
212921,101.8305
212924,83.49424
212925,39.5241
212926,335.50986
212927,14.370035
212929,67.79984
212930,43.09006
212931,19.34735
212932,59.58811
212933,76.17173
212934,93.300354
212935,13.025224
212936,86.46099
212937,70.30237
212938,11.97087
212940,47.172905
212941,39.307034
212942,31.092113
212946,50.974003
212947,53.20849
212948,184.31003
212949,36.497784
212950,41.981285
212951,35.76535
212952,45.31517
212954,70.754684
212955,33.6564
212956,33.19232
212959,20.90276
212960,19.697693
212964,91.5456
212965,25.793545
212966,183.1211
212967,22.849127
212968,16.275303
212969,27.728384
212970,40.279922
212971,29.521904
212973,27.330542
212974,29.476677
212977,51.84599
212978,50.306988
212979,22.758335
212981,22.579254
212982,45.184166
212983,50.410828
212984,36.784576
212985,45.024536
212986,36.562675
212987,113.00845
212988,29.576042
212989,284.03976
212990,28.859634
212991,24.72724
212993,45.754288
212994,45.65449
212995,35.11345
212996,36.70649
212997,38.72592
212998,59.85025
212999,7.259201
213001,17.798018
213002,13.896955
213006,17.165993
213007,21.19664
213011,30.500977
213012,11.417121
213013,82.20682
213016,18.363056
213017,15.224065
213020,25.38704
213021,168.65512
213022,100.762566
213023,89.01638
213025,45.414948
213026,40.67909
213027,93.93551
213031,103.73293
213032,45.641674
213033,362.19217
213034,27.063545
213035,15.808813
213036,51.691685
213037,66.162926
213038,45.556217
213039,22.557636
213040,31.514362
213041,78.293106
213043,17.531116
213048,156.55573
213049,85.58987
213050,56.57811
213053,63.171867
213054,72.45325
213055,133.84814
213056,51.849525
213059,79.0438
213060,51.214695
213061,555.884
213064,64.8819
213065,32.053326
213066,39.906628
213068,60.17103
213069,97.89282
213070,32.06534
213072,86.165565
213073,62.83812
213074,21.576597
213076,18.449425
213077,35.51884
213078,65.33148
213079,16.828583
213080,18.195885
213081,17.615448
213082,102.87184
213083,28.612537
213084,210.02103
213085,35.483265
213086,32.313362
213087,45.96235
213088,49.425896
213089,36.757057
213090,33.719467
213091,40.242126
213092,52.595184
213093,8.883779
213094,18.216362
213096,19.551989
213097,31.029438
213098,17.879356
213100,8.734822
213101,22.10158
213102,40.445614
213103,21.279009
213105,23.823421
213106,50.62576
213107,17.428402
213108,53.71604
213109,26.793299
213110,29.89866
213111,21.98119
213113,38.416218
213114,44.18684
213115,8.924213
213123,32.564293
213127,81.377655
213128,46.157196
213129,24.021034
213131,22.684326
213132,34.239494
213133,64.810104
213135,65.894165
213136,24.556797
213137,208.60477
213138,15.912113
213140,35.471306
213141,26.61676
213142,124.59124
213145,50.820915
213147,6.728657
213148,84.089455
213149,28.899801
213150,11.412821
213151,28.424744
213152,43.36524
213153,11.477062
213154,88.31414
213155,30.441078
213156,114.034386
213157,28.540688
213158,20.680805
213159,33.732952
213160,38.5586
213161,33.253685
213162,18.545042
213163,25.906067
213164,39.136898
213167,16.455746
213168,35.410553
213169,192.03214
213170,160.19775
213171,102.06318
213174,66.61273
213175,90.68866
213176,127.14091
213179,37.61913
213180,151.33267
213181,65.29364
213182,617.8827
213183,37.41602
213187,73.32336
213188,60.573463
213189,129.29524
213191,37.481987
213192,103.31321
213194,29.483582
213195,15.335581
213197,14.922644
213199,9.670641
213200,22.265778
213202,25.94174
213204,67.59001
213205,21.554733
213206,74.47923
213207,18.64875
213208,62.472397
213209,35.93716
213215,86.612114
213216,85.422935
213217,50.24415
213219,48.93405
213220,53.123672
213221,93.18418
213225,68.0463
213226,35.58934
213227,303.94382
213230,36.61239
213231,31.487797
213233,45.89729
213235,95.563576
213236,11.17924
213238,135.7045
213239,91.11476
213240,33.336372
213241,43.66249
213242,39.22512
213243,89.06092
213245,81.57177
213246,41.01583
213247,311.3463
213248,27.484411
213249,16.330832
213250,68.33513
213251,37.198135
213252,21.121052
213254,36.792625
213255,74.001045
213256,7.362206
213257,23.520172
213260,12.417657
213265,32.05576
213268,11.233176
213269,39.287674
213270,57.419037
213273,30.43199
213275,49.693867
213276,26.095304
