record_ID,units_sold
212645,21.930779
212646,26.47297
212647,25.82338
212648,28.98946
212649,26.206251
212653,33.08496
212654,39.236664
212657,16.95354
212658,13.783292
212661,191.43576
212662,100.73445
212663,53.96624
212666,83.361694
212667,89.25475
212668,131.84445
212671,81.909584
212672,130.30132
212673,78.50088
212674,436.0027
212675,22.523422
212676,10.090634
212677,78.145676
212678,47.87527
212679,38.600967
212681,47.626625
212682,96.310844
212683,26.283964
212686,93.010475
212687,98.377106
212688,28.804096
212689,11.466583
212691,27.885662
212692,48.234154
212693,37.673218
212694,33.923424
212695,32.98265
212696,32.52844
212697,87.98385
212698,33.751778
212699,206.3758
212700,26.735218
212701,20.613007
212702,39.321186
212703,41.56722
212704,34.560814
212705,29.749567
212706,34.790974
212707,50.823406
212709,11.7563305
212710,17.771461
212711,30.482277
212712,37.61295
212713,27.299435
212716,32.46024
212717,39.306564
212718,17.961193
212719,17.547775
212721,102.41799
212722,30.111279
212723,99.62658
212724,17.511864
212725,16.356762
212727,28.565382
212728,49.27681
212729,43.00853
212731,40.18582
212732,47.68196
212734,10.752155
212735,12.108563
212736,15.611139
212737,275.98355
212738,224.01318
212739,75.47395
212740,25.955126
212742,71.985146
212743,118.245
212744,234.15125
212748,251.66376
212749,107.82682
212750,604.55005
212751,55.347813
212752,24.484676
212754,121.44236
212755,72.51959
212756,99.25968
212757,52.400185
212758,77.39323
212759,135.24677
212760,12.231518
212761,112.2182
212763,14.357428
212764,109.39213
212765,81.76089
212767,41.569195
212768,62.974808
212769,94.21574
212772,54.009277
212773,80.087395
212774,36.40032
212775,227.32022
212776,15.304517
212777,10.633703
212778,56.012024
212779,35.63049
212782,60.417564
212783,86.43221
212787,217.44785
212788,117.18273
212789,91.16332
212790,20.992153
212792,91.02006
212793,114.21691
212794,141.09305
212796,160.87686
212797,239.64374
212798,394.76724
212799,35.596783
212800,15.220396
212802,104.15921
212803,69.59756
212805,56.015312
212806,69.961525
212807,129.45435
212809,33.112682
212812,42.221733
212816,14.792011
212817,27.509258
212818,43.01467
212819,19.781326
212820,18.557615
212821,26.180729
212822,73.95072
212823,27.484226
212824,162.05212
212825,16.846579
212826,13.048411
212828,31.935883
212829,40.595257
212830,33.933258
212831,30.428207
212832,32.29921
212833,36.485703
212834,33.561104
212835,27.325975
212837,12.5756645
212838,19.478376
212839,25.413708
212840,20.56881
212843,58.640896
212844,14.349973
212845,69.57224
212846,10.363938
212849,71.55831
212850,25.109516
212853,31.398832
212856,39.14173
212857,25.006863
212860,21.885475
212861,45.38955
212862,48.310024
212863,12.517426
212866,122.44686
212867,43.515617
212868,222.42007
212869,34.886177
212870,33.336433
212872,43.31555
212873,60.91019
212874,36.103348
212875,30.416376
212876,37.18741
212877,46.61699
212879,18.862272
212880,29.735416
212881,42.148197
212884,15.636595
212885,33.309834
212886,21.928768
212888,22.691013
212889,44.088764
212890,15.438709
212891,65.073456
212892,13.935482
212893,20.845419
212896,29.23645
212899,9.04946
212900,14.425606
212901,26.87143
212902,18.960001
212903,13.565388
212905,41.533195
212906,10.6819725
212907,128.98038
212910,14.293892
212911,14.000656
212914,16.188843
212915,136.49402
212916,78.52087
212917,38.457565
212919,46.677864
212920,62.069923
212921,107.803825
212924,81.48517
212925,45.26474
212926,321.2814
212927,12.946745
212929,68.14551
212930,46.27865
212931,23.786211
212932,51.37851
212933,67.73351
212934,84.52229
212935,11.991841
212936,102.60972
212937,70.52709
212938,23.866247
212940,39.94181
212941,43.00151
212942,42.124157
212946,55.668198
212947,65.47952
212948,222.90695
212949,40.437454
212950,56.77562
212951,35.53055
212952,54.50432
212954,61.566372
212955,38.736897
212956,34.98555
212959,21.411278
212960,27.28115
212964,88.68874
212965,27.000616
212966,167.54593
212967,15.479799
212968,12.988447
212969,27.920113
212970,36.591976
212971,23.92647
212973,26.647638
212974,24.81004
212977,67.61426
212978,63.30388
212979,28.826916
212981,23.354845
212982,43.58812
212983,48.969643
212984,38.992493
212985,39.867374
212986,48.54813
212987,123.126915
212988,29.93895
212989,299.4703
212990,27.714903
212991,21.692692
212993,48.876934
212994,45.73262
212995,44.829285
212996,31.773952
212997,38.356976
212998,65.36659
212999,7.5816517
213001,16.654253
213002,21.47469
213006,17.240963
213007,26.551449
213011,34.609623
213012,10.549079
213013,69.05917
213016,16.172575
213017,16.707224
213020,22.02508
213021,160.48755
213022,103.76916
213023,88.23969
213025,35.879593
213026,43.404686
213027,81.96931
213031,109.79026
213032,72.835625
213033,313.8761
213034,22.463106
213035,18.112879
213036,57.11212
213037,83.162895
213038,56.12226
213039,27.936123
213040,39.083176
213041,62.57552
213043,19.45025
213048,129.03491
213049,85.71041
213050,52.266743
213053,52.2853
213054,59.89299
213055,112.77311
213056,58.82035
213059,68.4479
213060,48.26265
213061,481.8912
213064,61.72734
213065,43.091652
213066,35.266922
213068,60.046707
213069,80.62139
213070,36.32187
213072,78.997444
213073,67.12084
213074,28.252531
213076,21.209839
213077,38.7442
213078,58.35905
213079,22.453167
213080,21.100204
213081,22.773483
213082,105.68699
213083,30.8872
213084,211.32098
213085,36.858803
213086,28.747147
213087,42.184196
213088,45.64705
213089,37.219807
213090,32.28802
213091,39.578575
213092,52.765354
213093,7.41896
213094,12.685094
213096,19.27264
213097,34.80787
213098,28.727367
213100,11.586412
213101,21.058207
213102,34.06083
213103,31.237629
213105,34.227932
213106,60.974247
213107,18.256918
213108,87.66024
213109,24.467754
213110,29.607325
213111,25.48349
213113,44.149384
213114,41.1391
213115,10.728479
213123,29.202703
213127,88.37721
213128,52.477623
213129,31.48899
213131,33.403763
213132,44.831333
213133,70.8635
213135,77.32473
213136,21.774048
213137,299.3646
213138,18.728354
213140,35.7753
213141,27.550186
213142,43.71096
213145,46.78946
213147,12.192238
213148,76.76899
213149,33.066704
213150,10.618632
213151,26.129292
213152,34.79368
213153,12.694289
213154,86.06837
213155,25.861225
213156,106.24253
213157,24.526106
213158,19.182764
213159,30.04113
213160,36.96241
213161,29.79367
213162,20.846672
213163,29.431438
213164,33.929276
213167,17.762417
213168,30.281635
213169,199.69711
213170,161.90927
213171,114.5865
213174,68.8722
213175,84.34985
213176,117.36169
213179,36.37465
213180,161.42517
213181,81.464226
213182,461.9859
213183,36.55641
213187,74.407326
213188,60.274757
213189,119.38336
213191,53.027283
213192,88.142006
213194,25.505625
213195,15.793567
213197,15.315692
213199,12.401592
213200,25.78598
213202,27.92221
213204,63.5494
213205,19.348557
213206,54.153645
213207,17.217896
213208,52.801712
213209,32.399635
213215,92.43488
213216,84.469284
213217,60.056297
213219,56.17788
213220,64.23679
213221,87.112526
213225,70.7476
213226,33.664627
213227,256.49844
213230,44.617256
213231,36.88753
213233,37.175602
213235,76.63969
213236,11.285982
213238,121.58152
213239,77.81286
213240,41.820152
213241,36.037643
213242,42.208717
213243,83.185005
213245,81.91015
213246,42.615532
213247,296.59518
213248,34.60745
213249,15.955929
213250,63.48718
213251,37.378857
213252,24.59298
213254,49.919106
213255,80.6912
213256,8.634745
213257,26.078594
213260,14.130523
213265,26.633652
213268,10.684754
213269,37.66911
213270,41.668186
213273,21.977089
213275,39.308926
213276,22.107082
213278,11.012039
213279,29.445427
213280,61.38439
213281,34.928303
213282,14.40906
213283,21.4928
213285,119.924904
213286,37.448124
213287,240.06516
213288,32.018166
213289,25.249418
213292,36.972134
213293,37.663773
213294,28.817635
213296,49.194374
213297,53.206703
213301,34.822266
213303,17.615608
213304,18.521248
213305,39.178257
213306,30.376389
213308,43.392094
213309,42.348373
213310,50.01862
213311,24.681732
213312,139.94424
213314,8.401947
213315,22.098557
213316,19.21008
213317,17.855072
213320,182.4689
213321,129.43402
213322,34.225704
213325,50.827187
213326,68.9235
213327,117.29284
213330,42.774773
213331,105.530014
213332,45.165432
213333,351.1874
213334,17.185976
213335,10.381519
213336,63.11831
213337,37.092407
213338,17.77285
213340,72.620865
213341,95.9278
213343,12.6176405
213346,226.03326
213347,30.170578
213348,13.677685
213351,19.156977
213352,37.908554
213353,24.524635
213354,21.90121
213355,24.353558
213356,31.604866
213357,53.629303
213358,23.496712
213359,168.48743
213360,13.532582
213361,10.342329
213363,47.28347
213364,39.059612
213365,43.727707
213366,39.34674
213367,44.001957
213369,67.32604
213370,63.476707
213371,21.822145
213372,16.403088
213373,34.444603
213374,52.72239
213375,34.53628
213376,27.828518
213377,28.533
213378,91.81814
213379,20.646614
213380,90.06974
213381,18.868023
213382,15.758423
213383,33.743347
213384,44.16237
213385,37.52749
213387,41.782566
213388,47.030674
213390,9.524362
213391,42.515606
213392,34.545105
213394,22.901382
213395,51.329666
213396,28.435543
213399,78.93191
213400,18.22799
213401,131.50287
213403,17.85545
213404,18.097282
213408,23.360928
213409,8.4381485
213410,10.67869
213411,17.959753
213412,71.7258
213413,53.308895
213414,18.636963
213415,20.037577
213416,35.143875
213417,27.435741
213418,20.325523
213419,13.480491
213420,13.563985
213421,80.700905
213422,17.448471
213423,223.40417
213425,14.800857
213426,31.544708
213427,22.336773
213428,18.073963
213431,40.258034
213432,9.709947
213434,17.2304
213435,69.23738
213436,52.32061
213437,25.808676
213439,28.723904
213440,31.554363
213441,53.488876
213444,42.442257
213445,43.408264
213446,21.876228
213447,161.08041
213448,31.586864
213449,17.606075
213454,64.98795
213455,37.487335
213456,28.95578
213457,31.555748
213458,55.526955
213461,34.490532
213462,26.361675
213463,128.8406
213466,26.385872
213467,17.49429
213471,16.506931
213472,86.05491
213473,47.635155
213474,23.986237
213476,33.793106
213477,51.93963
213478,56.77198
213479,97.373604
213480,50.303734
213481,208.00705
213484,37.64736
213485,56.10711
213486,24.405928
213488,27.358303
213489,43.40075
213490,10.634572
213491,20.380487
213494,16.660297
213495,14.378055
213496,10.643698
213497,22.04452
213502,49.921547
213503,18.71666
213505,14.354233
213506,34.970264
213507,24.957466
213510,47.307823
213511,26.844975
213512,10.969214
213514,21.24184
213516,60.278248
213517,15.251784
213518,158.93732
213519,16.418325
213520,11.905214
213521,18.925123
213522,25.677378
213523,18.298206
213526,22.757494
213528,12.78306
213530,46.6726
213531,44.30037
213532,30.500076
213533,11.569839
213535,16.651888
213536,28.433231
213537,37.464973
213538,20.342266
213540,25.184753
213541,88.29228
213542,21.412933
213543,97.69844
