record_ID,units_sold
212645,25.779713
212646,25.445164
212647,22.98581
212648,27.73356
212649,23.482822
212653,29.201584
212654,32.53789
212657,17.987211
212658,16.463945
212661,188.18166
212662,91.341644
212663,50.075745
212666,73.694145
212667,84.358154
212668,134.51866
212671,58.76068
212672,136.05504
212673,67.805786
212674,401.93103
212675,28.690582
212676,12.72104
212677,79.70632
212678,53.04035
212679,47.389214
212681,43.85755
212682,99.54476
212683,25.692684
212686,105.1334
212687,95.18456
212688,26.0056
212689,9.040291
212691,22.580698
212692,45.7963
212693,39.91508
212694,31.893566
212695,39.36374
212696,30.589426
212697,109.96721
212698,29.238419
212699,236.76405
212700,28.600212
212701,24.819155
212702,43.45144
212703,44.026283
212704,35.942493
212705,37.68085
212706,39.723335
212707,44.474014
212709,11.472975
212710,17.475807
212711,43.072517
212712,37.433006
212713,32.569958
212716,22.933681
212717,34.68256
212718,20.91557
212719,19.27087
212721,86.90398
212722,25.994526
212723,123.326195
212724,17.424809
212725,14.717651
212727,28.183784
212728,58.755283
212729,38.152203
212731,36.40561
212732,42.896667
212734,9.368747
212735,10.118158
212736,19.199398
212737,313.8844
212738,230.47638
212739,64.53235
212740,19.292921
212742,70.342415
212743,119.73142
212744,213.19032
212748,268.31805
212749,102.91923
212750,687.8572
212751,47.081596
212752,23.977085
212754,137.94217
212755,71.24488
212756,161.86952
212757,55.382187
212758,89.439606
212759,158.36581
212760,10.197238
212761,84.29029
212763,15.294838
212764,98.79139
212765,83.709
212767,41.879745
212768,47.127983
212769,75.921684
212772,54.228394
212773,77.17115
212774,32.194763
212775,280.94962
212776,16.605135
212777,8.995257
212778,47.858192
212779,26.488796
212782,52.713203
212783,79.2424
212787,200.32185
212788,100.18723
212789,63.54187
212790,22.076447
212792,85.53135
212793,83.59087
212794,128.46826
212796,141.94994
212797,365.8089
212798,570.12524
212799,30.593784
212800,12.762341
212802,92.657585
212803,58.99843
212805,68.02131
212806,76.71636
212807,129.4601
212809,37.220917
212812,34.90171
212816,20.743443
212817,31.925215
212818,36.52545
212819,19.71061
212820,16.248007
212821,24.618568
212822,71.072426
212823,27.305954
212824,155.67305
212825,18.623661
212826,14.139089
212828,40.595795
212829,44.88204
212830,32.412243
212831,31.251389
212832,37.919556
212833,39.03962
212834,32.537945
212835,21.269432
212837,12.026987
212838,21.410316
212839,25.33036
212840,15.009292
212843,59.911957
212844,13.216496
212845,63.88394
212846,11.985847
212849,72.60976
212850,25.549572
212853,21.030426
212856,40.926273
212857,27.572424
212860,17.423601
212861,39.08895
212862,49.02591
212863,17.910429
212866,118.25599
212867,48.485985
212868,193.6077
212869,39.153225
212870,33.58839
212872,36.66648
212873,60.87661
212874,38.484432
212875,27.678825
212876,28.029678
212877,36.248848
212879,19.769691
212880,25.342884
212881,32.61559
212884,14.945613
212885,34.08843
212886,19.48125
212888,21.72609
212889,48.59761
212890,15.212443
212891,68.67543
212892,16.900232
212893,25.896408
212896,35.77714
212899,7.375197
212900,11.503284
212901,22.801329
212902,19.301054
212903,9.733643
212905,35.348114
212906,10.402719
212907,109.35574
212910,16.642096
212911,17.061987
212914,17.299255
212915,124.65098
212916,91.35291
212917,33.93531
212919,36.514553
212920,63.25795
212921,97.52532
212924,77.68528
212925,40.78529
212926,344.00165
212927,17.496267
212929,76.88331
212930,40.604427
212931,19.030884
212932,70.9047
212933,72.929756
212934,89.5566
212935,15.283856
212936,91.10996
212937,71.29739
212938,11.503464
212940,37.418945
212941,41.170067
212942,39.00631
212946,68.00135
212947,57.535572
212948,228.84889
212949,42.19998
212950,45.572044
212951,37.748848
212952,46.72282
212954,56.939438
212955,35.414764
212956,35.38092
212959,18.40477
212960,25.453981
212964,87.43694
212965,28.069088
212966,208.93361
212967,24.038723
212968,19.042301
212969,31.101625
212970,46.360672
212971,28.390678
212973,24.930262
212974,34.342525
212977,49.846416
212978,73.00802
212979,27.528101
212981,23.742468
212982,39.454433
212983,54.042595
212984,35.93109
212985,51.16284
212986,45.826057
212987,128.52574
212988,34.1
212989,473.72473
212990,31.861671
212991,29.317816
212993,67.59211
212994,40.245026
212995,47.125626
212996,28.884773
212997,27.2739
212998,59.353497
212999,7.943569
213001,14.332794
213002,13.739091
213006,14.807934
213007,25.409393
213011,32.806244
213012,13.240009
213013,82.6403
213016,16.117313
213017,15.824259
213020,21.598684
213021,161.29272
213022,95.69187
213023,77.49258
213025,44.459183
213026,50.011765
213027,85.21606
213031,108.277016
213032,52.641914
213033,411.6773
213034,33.790974
213035,19.042898
213036,63.946335
213037,99.49195
213038,96.47134
213039,26.95027
213040,46.21413
213041,76.03799
213043,23.503143
213048,140.78923
213049,89.25698
213050,49.469032
213053,64.563156
213054,63.088783
213055,111.795784
213056,61.53652
213059,77.72589
213060,51.71329
213061,515.14417
213064,74.04121
213065,18.941431
213066,62.661736
213068,74.72379
213069,121.963104
213070,39.66962
213072,77.77465
213073,66.61205
213074,30.987879
213076,10.805293
213077,28.437307
213078,47.614983
213079,22.67741
213080,19.258764
213081,20.846664
213082,99.454506
213083,30.100079
213084,203.69887
213085,32.3946
213086,25.318092
213087,36.992336
213088,51.664677
213089,44.125782
213090,30.266453
213091,33.207794
213092,38.59642
213093,8.718809
213094,13.788069
213096,22.149017
213097,27.334412
213098,25.602673
